# pt>=x pt<x sig_eff
4.999999999999999 5.174762485320864 0.3102517985611511
5.174762485320864 5.355633355896834 0.33512174989682214
5.355633355896834 5.542826115045604 0.33975346687211094
5.542826115045604 5.736561728558955 0.31804842259721205
5.736561728558955 5.937068885534861 0.3275078643830828
5.937068885534861 6.144584268326309 0.33302122347066165
6.144584268326309 6.359352831925547 0.34611926880431526
6.359352831925547 6.581628093113465 0.35533277638540794
6.581628093113465 6.8116724297154905 0.37895812053115424
6.8116724297154905 7.049757390317229 0.38909358879882094
7.049757390317229 7.296164014805424 0.3965709196170118
7.296164014805424 7.551183166112636 0.40568475452196384
7.551183166112636 7.815115873557216 0.4245898398893062
7.815115873557216 8.088273688183897 0.43174776745033716
8.088273688183897 8.370979050524369 0.4527073337902673
8.370979050524369 8.663565671212076 0.45855657106838954
8.663565671212076 8.966378924900386 0.4708918841410955
8.966378924900386 9.27977625794923 0.49514293644185403
9.27977625794923 9.60412761036138 0.512643378519291
9.60412761036138 9.939815852466479 0.5148502994011976
9.939815852466479 10.28723723686823 0.5375352571056629
10.28723723686823 10.646801866188317 0.5507042253521127
10.646801866188317 11.018934177159098 0.5831709806104463
11.018934177159098 11.404073441636568 0.5923468068602947
11.404073441636568 11.802674285124978 0.6062891063693245
11.802674285124978 12.2152072234252 0.6136213356843729
12.2152072234252 12.642159218040234 0.6085358382683276
12.642159218040234 13.084034250993588 0.6240587109125718
13.084034250993588 13.541353919738981 0.6428072218986605
13.541353919738981 14.014658052863584 0.6434787222752839
14.014658052863584 14.504505347311689 0.6333466613354658
14.504505347311689 15.011474027880876 0.6596522917137051
15.011474027880876 15.536162529769285 0.6701988982801396
15.536162529769285 16.07919020497956 0.6790998528158649
16.07919020497956 16.64119805341339 0.681018863902803
16.64119805341339 17.222849479519642 0.6898241663631246
17.222849479519642 17.82483107538925 0.697319297386621
17.82483107538925 18.447853431221162 0.7103001268141468
18.447853431221162 19.092651974116208 0.7137888653539395
19.092651974116208 19.75998783618878 0.7228575564562826
19.75998783618878 20.450648753021266 0.7258849410039331
20.450648753021266 21.165449993521673 0.7329559489501852
21.165449993521673 21.90523532228214 0.7278835816310859
21.90523532228214 22.67087799557422 0.7363657419780142
22.67087799557422 23.463281792156742 0.7406267487409065
23.463281792156742 24.283382080112965 0.743636944516286
24.283382080112965 25.132146920976304 0.7513229765198269
25.132146920976304 26.010578212448095 0.7533758365342732
26.010578212448095 26.91971287105613 0.75553307508204
26.91971287105613 27.860624056150087 0.7552288589607393
27.860624056150087 28.834422436678704 0.7591956367696635
28.834422436678704 29.84225750224383 0.7618985552291481
29.84225750224383 30.8853189199793 0.7640132902803126
30.8853189199793 31.964837938855926 0.7664140643394696
31.964837938855926 33.08208884307056 0.7630587929747102
33.08208884307056 34.238390456234676 0.7701234923984243
34.238390456234676 35.435107698138225 0.7733965736938978
35.435107698138225 36.67365319592604 0.7769745912940713
36.67365319592604 37.955488951589146 0.7817224003664681
37.955488951589146 39.282128067738824 0.7823266155468772
39.282128067738824 40.65513653370093 0.7857465771118574
40.65513653370093 42.07613507403867 0.7936814891947207
42.07613507403867 43.54680106168571 0.8003103275172277
43.54680106168571 45.06887049794841 0.8074482333432544
45.06887049794841 46.64414006171355 0.8061431996843416
46.64414006171355 48.27446923028147 0.8076893973788553
48.27446923028147 49.96178247432739 0.8046705215771499
49.96178247432739 51.70807152958217 0.8084654375590121
51.70807152958217 53.515397747913894 0.8099929406227939
53.515397747913894 55.38589453058591 0.8112835959221502
55.38589453058591 57.32176984656281 0.8144016943169785
57.32176984656281 59.325308838838005 0.8139402883414689
59.325308838838005 61.39887652185865 0.8158934190265783
61.39887652185865 63.54492057323243 0.8157110501847658
63.54492057323243 65.7659742230114 0.8156603074643453
65.7659742230114 68.06465924396367 0.8191540817971731
68.06465924396367 70.44368904636225 0.822541060977912
70.44368904636225 72.90587188094476 0.8204547064239677
72.90587188094476 75.45411415382445 0.8271876271876272
75.45411415382445 78.09142385726578 0.8277824423920142
78.09142385726578 80.82091412037389 0.8265295189113897
80.82091412037389 83.64580688389003 0.8264980353634578
83.64580688389003 86.56943670342957 0.8301327308669867
86.56943670342957 89.59525468565332 0.8234914488544692
89.59525468565332 92.72683256201745 0.8375773008366679
92.72683256201745 95.96786690491143 0.8322231473771857
95.96786690491143 99.3221834911602 0.8416097905389504
99.3221834911602 102.79374181804225 0.8323237885462555
102.79374181804225 106.38663977715272 0.8391196528208308
106.38663977715272 110.10511849163089 0.8390243902439024
110.10511849163089 113.95356732246005 0.8477849299507763
113.95356732246005 117.93652904975038 0.838021778584392
117.93652904975038 122.05870523512043 0.833164812942366
122.05870523512043 126.32496177150773 0.8327625570776256
126.32496177150773 130.74033462695814 0.8321358589157414
130.74033462695814 135.31003578917588 0.8748159057437408
135.31003578917588 140.0394594178502 0.8284762697751873
140.0394594178502 144.93418821202098 0.848364717542121
144.93418821202098 149.99999999999997 0.8263888888888888
